genre,title,thumbnail,year,synopsis,duration,uuid
Adventure|Family|Fantasy,alice through the looking glass,https://i.imgur.com/ZTOIYrc.mp4,2019,Comedian Mo Gilligan blends smooth moves and sharp humor as he riffs on humble beginnings family dynamics and the complex art of dancing in the club.,120,0b090c80-80f9-41ed-af52-1962102edb30
Adventure|Animation|Comedy|Family|Fantasy,shrek the third,https://i.imgur.com/V6WMXYx.mp4,2018,Education can be fun â€“ and funny. Comedian Adam Conover bursts misconceptions deconstructs topics and leaves with positive takeaways.,122,7e4c87c1-b541-464a-b020-a8a12f7a0e50
Action|Adventure|Fantasy,warcraft,https://i.imgur.com/Coz5yzb.mp4,2016,Ben can transform into ten types of aliens. He'll try 'em all while adventuring across the country with his cousin Gwen and Grandpa Max.,135,df897d7b-9071-4d06-94ac-76b4859c912e
Action|Adventure|Sci-Fi,terminator genisys,https://i.imgur.com/YdhTLqF.mp4,2012,After a reporter writes about whales trapped in the Arctic Circle the U.S. and U.S.S.R. team up to rescue them in this tale inspired by true events.,107,ec7cae3b-caa4-4760-a6cf-d9a17500eafc
Adventure|Family|Fantasy,the chronicles of narnia: the voyage of the dawn treader,https://i.imgur.com/Fx5iKwZ.mp4,2018,A contextual acculturated dive into how adults in six big global cities celebrate love and accentuate sex. CNN's Christiane Amanpour reports.,108,6fd1783a-93c5-445d-818d-94f180f8eda4
Action|Drama|History|Romance|War,pearl harbor,https://i.imgur.com/SQyPd7N.mp4,2016,This nostalgic documentary series relives the 1980s from a variety of angles exploring its impact on the politics technology and culture of today.,122,b3313a2f-e6a7-4125-9789-46615dc9cce8
Action|Adventure|Sci-Fi,transformers,https://i.imgur.com/YdhTLqF.mp4,2017,This U.S.-focused series dives into the cultural and political changes that swept the last decade of the 20th century. Executive produced by Tom Hanks.,127,a8676ad7-f32f-4da1-9b25-56700cd680f5
Action|Adventure|Biography|Drama|History|Romance|War,alexander,https://i.imgur.com/W3fTtFS.mp4,2015,This series examines 1970s America focusing on the major political and historical landmarks of the decade and the cultural response to those events.,125,1aeb289e-189b-4cda-b3c1-4c9218964730
Adventure|Family|Fantasy|Mystery,harry potter and the order of the phoenix,https://i.imgur.com/YdhTLqF.mp4,2017,Grizzly Panda and Ice Bear are three adopted bear brothers struggling against their animal instincts to fit into the civilized modern human world.,129,e62d90f2-d0d4-4c3d-8eb7-f464808bff6d
Adventure|Family|Fantasy|Mystery,harry potter and the goblet of fire,https://i.imgur.com/W3fTtFS.mp4,2017,With the presidency in mind the incumbent mayor of Seoul runs for an unprecedented third term â€“ and will stop at nothing to keep his secrets hidden.,149,e6415034-fd22-4408-add2-12d337ac8993
Action|Drama,hancock,https://i.imgur.com/tZtTkBf.mp4,2017,Drawing on newly available info this show traces how the British royal family has survived the last 100 years of power struggles politics and more.,144,fbf9e04d-ff23-4d2e-be72-7f8088217d21
Drama|Horror|Sci-Fi,i am legend,https://i.imgur.com/KNgrqaP.mp4,2016,She was twice convicted and acquitted of murder. Amanda Knox and the people closest to her case speak out in this illuminating documentary.,113,66deeb69-de7f-4930-92a0-cdd53e74bdaf
Adventure|Comedy|Family|Fantasy,charlie and the chocolate factory,https://i.imgur.com/j3qBgq8.mp4,2014,Love and academics get complicated at an all-male college that happens to be located next to an all-female high school.,144,c4103a7c-0672-4db3-a94f-ed600ae5aa6d
Animation|Comedy|Family|Fantasy,ratatouille,https://i.imgur.com/V6WMXYx.mp4,2018,A broke martial arts instructor takes a side gig with a mobster who pairs him with a veteran thug for a weekend of fisticuffs-fueled debt collection.,148,c87c18dc-3690-40d4-9344-15d70f3cad12
Action|Adventure,batman begins,https://i.imgur.com/Fx5iKwZ.mp4,2010,"Two Turkish agents are sent to New York City on a mission to capture a notorious terrorist known only as ""Dejjal"" (Arabic for Antichrist).",145,6a229d8c-971d-4907-9df0-8cf5a54df107
Action|Adventure|Animation|Comedy|Family,madagascar: escape 2 africa,https://i.imgur.com/Coz5yzb.mp4,2018,A cop moonlights as the bodyguard for a young drag queen at a nightclub and grows closer to the family of misfit singers that perform there.,117,d112b826-ebcd-400b-ab77-1a1954f732ba
Adventure|Comedy|Family|Fantasy,night at the museum: battle of the smithsonian,https://i.imgur.com/tZtTkBf.mp4,2017,When her husband's sex game goes wrong Jessie â€“ handcuffed to a bed in a remote lake house â€“ faces warped visions dark secrets and a dire choice.,137,f234726b-ed9a-41fd-aa8c-49debcc1d88a
Action|Adventure|Fantasy|Sci-Fi|Thriller,x-men origins: wolverine,https://i.imgur.com/TYDj9ud.mp4,2017,When Juan Catalan is arrested for a murder he didn't commit he builds his case for innocence around raw footage from a popular TV show. A documentary.,141,13f2e7df-6d4b-4342-99a4-e5710a273baa
Action|Sci-Fi,the matrix revolutions,https://i.imgur.com/NQTuLtb.mp4,2015,A woman with an entrepreneurial spirit takes life into her own hands by starting a beauty cream business that inspires other women to take chances.,127,6ee5f339-8921-421e-9f89-616219f3a521
Adventure|Animation|Comedy|Family|Fantasy|Musical,frozen,https://i.imgur.com/SQyPd7N.mp4,2017,After widowed neighbors Addie and Louis begin sleeping in bed together platonically to alleviate their loneliness a real romance begins to blossom.,126,169d79cf-a690-4007-a37a-b0456ca00941
Action|Sci-Fi,the matrix reloaded,https://i.imgur.com/xZid5oj.mp4,2017,Picking up 40 years after six were convicted for two strange murders in Iceland this chilling documentary proves confessions canâ€™t always be trusted.,126,0b5c6e0f-870a-40b2-9b27-43a58bb30826
Action|Adventure|Fantasy,thor: the dark world,https://i.imgur.com/K7ERYIB.mp4,2017,Gear up for a fast-paced journey as celebrity chef and avid auto enthusiast Paul Hollywood takes in the cars and culture of France Italy and Germany.,135,c769a4fa-9a21-4647-9eda-df285e2dcd26
Action|Adventure|Sci-Fi|Thriller,mad max: fury road,https://i.imgur.com/O6XpreV.mp4,2014,A man haunted by his wife's affair moves to Sarajevo and starts to love again until fate forces him to choose between his new life and old loyalty.,118,ba5bdcf4-1af6-443f-8dbd-78d013aeb20e
Mystery|Thriller,angels & demons,https://i.imgur.com/7ax74eb.mp4,2015,Cleo is invited to a gala in the big city celebrating a magical comet and brings her best friends along. But the sinister Nefera has other plans.,147,2a16d5b7-950f-41d5-9765-be62d2871a97
Action|Adventure|Fantasy,thor,https://i.imgur.com/Coz5yzb.mp4,2019,An in-depth look at the full-cycle breeding program for bluefin Kindai tuna pioneered by Kinki Universityâ€™s Aqua Culture Research Institute.,134,32b0cd94-e208-49ef-9cb3-4eafc5f1dc99
Adventure|Animation|Comedy|Drama|Family,bolt,https://i.imgur.com/rgc6eWN.mp4,2019,A Copenhagen police officer hunts for the man who attacked his partner only to stumble into a high-stakes game of espionage.,121,99de4360-4abf-4614-8548-e44ca1312af7
Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,g-force,https://i.imgur.com/K7ERYIB.mp4,2019,A clumsy but cheerful fisheries student struggles to find her place at a research institute renowned for its tuna cultivation. The work isn't easy.,125,e3c0c727-8e56-43fb-9328-79357243fe89
Action|Adventure|Fantasy,wrath of the titans,https://i.imgur.com/AARIL26.mp4,2012,Five friends embark on a mission to climb the highest peak in Java overcoming obstacles on the way and discovering the true meaning of friendship.,110,582b0bf2-9dea-48f8-96ed-497f763b0a91
Comedy|Fantasy|Horror,dark shadows,https://i.imgur.com/KNgrqaP.mp4,2018,An unlucky debt-ridden teen resorts to his math skills when he's forced into a deadly tournament of rock-paper-scissors run by a diabolical host.,119,9cdc111c-2482-475a-b74f-a2185655213d
Action|Adventure|Thriller,mission: impossible - rogue nation,https://i.imgur.com/KNgrqaP.mp4,2018,In the grim Alaskan winter a naturalist hunts for wolves blamed for killing a local boy but he soon finds himself swept into a chilling mystery.,141,037c6e4b-a28d-44f8-a670-66d6a16a3031
Drama|Fantasy|Horror|Thriller,the wolfman,https://i.imgur.com/ZTOIYrc.mp4,2018,Two priests â€“ one from Dunblane Scotland the other from Newtown Connecticut â€“ bond over school tragedies that occurred 16 years apart.,120,ba166216-c38d-4906-b892-d45368aefc28
Action|Adventure|Drama|Romance,the legend of tarzan,https://i.imgur.com/SQyPd7N.mp4,2018,These Mexico City socialites may lead opulent lives but a peek behind the curtain reveals a tangled web of intrigue envy and personal struggles.,134,77077801-8828-41e0-85f5-94aa916ad482
Adventure|Animation|Comedy|Family,bee movie,https://i.imgur.com/AylKL2G.mp4,2015,Unemployed and immature a somewhat pathetic bachelor sets his sights on finding a date for the wedding of his younger more successful brother.,126,607769f5-b06f-4d7d-9f6f-548ed5777a5f
Action|Adventure|Animation|Comedy|Family,kung fu panda 2,https://i.imgur.com/LZhcDdp.mp4,2018,When her little sister claims she sees the dead Alia consults a psychic who opens her own eyes to the vengeful ghosts haunting their childhood home.,118,34ae1c22-0d2f-429a-b8cd-f243b3fecd52
Action|Adventure|Family|Fantasy,the last airbender,https://i.imgur.com/ZFFosSD.mp4,2013,When a young man leaves home to fulfill the wishes of his late father he meets and falls in love with a woman from a very different background.,122,eb2d79c6-b337-4cee-b6d9-e94cf935d69f
Action|Adventure|Thriller,mission: impossible iii,https://i.imgur.com/ZTOIYrc.mp4,2018,Lawmakers and activists with conflicting ideologies speak about the complexities of Catalonia's politics and the fight for its independence from Spain.,115,934bf322-7d4d-4c14-a7dd-d78b3f13e427
Action|Drama|Thriller,white house down,https://i.imgur.com/eThziEz.mp4,2016,In 1981 an imprisoned Irish Republican Army soldier went on a hunger strike that galvanized his movement and made him a controversial global icon.,114,fb3f272f-4956-45cf-8895-a8905fde17a5
Action|Adventure|Animation|Comedy|Family|Sci-Fi,mars needs moms,https://i.imgur.com/YdhTLqF.mp4,2019,Years after a disastrous job in Balochistan a former Indian spy must confront his past when he returns to lead an unsanctioned hostage-rescue mission.,135,b3bd8578-e488-4749-a82c-d6c3e3eb84cb
Adventure|Animation|Comedy|Family,flushed away,https://i.imgur.com/j3qBgq8.mp4,2018,While chasing her dream of becoming a chef Zeliha cooks up trouble in the kitchen with her wild kooky and unsuspecting ways.,120,39671b44-70d3-4975-b823-c8ac6812fa30
Adventure|Family|Fantasy,pan,https://i.imgur.com/tZtTkBf.mp4,2019,Twins Dak and Leyla and their dragon friends devote their lives to rescuing others defending their home of Huttsgalor and having fun along the way.,146,a3b67235-df13-4cc9-a167-aa87ef63b834
Adventure|Animation|Comedy|Family|Sci-Fi,mr. peabody & sherman,https://i.imgur.com/XqSrnvi.mp4,2019,A Philadelphia detective slowly unravels as he nurses a lifelong obsession with an enigmatic female serial killer whose crimes defy explanation.,119,48603bcd-1651-48e4-a4d9-bdb41713cbf9
Adventure,troy,https://i.imgur.com/LZhcDdp.mp4,2019,A hip-hop producer gets hurled into the violent world of organized crime when the record label he signs to becomes the center of a deadly drug business.,120,3523fa4b-2bc1-4b30-b77b-0350d8b9b3a6
Adventure|Animation|Comedy|Family,madagascar 3: europe's most wanted,https://i.imgur.com/4nlbiGT.mp4,2019,In this anime visual album a mysterious driver heads deep into a postapocalyptic hellscape toward a ferocious showdown with two monstrous opponents.,147,d7f80bad-f7d0-42e3-8f8d-3fc7b7371005
Action|Adventure|Thriller,die another day,https://i.imgur.com/V6WMXYx.mp4,2019,Rich kid Payton has always known he's going to be president. But first he has to navigate the most treacherous political landscape of all: high school.,109,6f58266d-52b6-4ef9-a57a-b5271573a34c
Action|Comedy|Fantasy|Sci-Fi,ghostbusters,https://i.imgur.com/O6XpreV.mp4,2016,In 1980s Hong Kong a school principal forms a baseball team with an eclectic crew of local students who soon fight their way to the top of the league.,135,a38475bc-b2fd-4072-821f-b7af19463fef
Action|Adventure|Sci-Fi|Thriller,armageddon,https://i.imgur.com/yinQyyT.mp4,2015,Four friends who make their living as prostitutes in Morocco deal with both the dangers and stigma that come with their profession.,139,898ccd58-1a62-4225-a22d-bc682347f70a
Action|Adventure|Comedy|Family|Fantasy|Mystery|Sci-Fi,men in black ii,https://i.imgur.com/fan0H9k.mp4,2000,With his gift of dream interpretation and his brilliantly colored coat Joseph inspires jealousy in his brothers in this animated Bible story.,120,647036ec-6895-40d7-b1f3-2dc3e9561434
Action|Adventure|Animation|Fantasy,beowulf,https://i.imgur.com/NQTuLtb.mp4,2019,Class divides become thorns in the budding romance between the crony of a nativist Mumbai politician and the new North Indian resident of his chawl.,143,46c3b9a1-d7be-4108-999e-c41f04190ca0
Action|Adventure|Animation|Comedy|Family,kung fu panda 3,https://i.imgur.com/HtjzC5p.mp4,2013,As the Japanese invasion looms Chinese kung fu master Ip Man's world changes when rival master Gong Er and her father arrive in his village.,140,e5991b88-8986-43c1-abd2-fd26d0943c9a
Action|Adventure|Thriller,mission: impossible - ghost protocol,https://i.imgur.com/BR9EUGh.mp4,2018,A former Marine poses as an inmate inside a Mexican prison in order to infiltrate a gang suspected of kidnapping a U.S. judge's teen daughter.,129,14f14afb-c270-4c19-92e3-310d31feaf39
Adventure|Animation|Family|Fantasy,rise of the guardians,https://i.imgur.com/K7ERYIB.mp4,2018,A deadly hurricane with mile-high waves provides the perfect cover for stealing $600 million from a U.S. Treasury outpost in Mississippi.,121,6d91e820-578a-422f-91ed-2e4a035523a4
Comedy|Crime,fun with dick and jane,https://i.imgur.com/XqSrnvi.mp4,2017,"In this special live event giants of stand-up come together to commemorate the 25th anniversary of Russell Simmons's groundbreaking ""Def Comedy Jam.""",106,090f7874-86ce-4e47-b532-aba14025ecae
Action|Drama|History|War,the last samurai,https://i.imgur.com/W3fTtFS.mp4,2016,After 30 years with the New York City Ballet celebrated dancer Wendy Whelan redefines herself as an artist in a new stage of life.,120,1ed27d98-0217-48f6-9f24-18864835d7ac
Action|Adventure|Drama,exodus: gods and kings,https://i.imgur.com/NQTuLtb.mp4,2014,This award-winning original documentary chronicles the race for market leadership in 3D printing the next wave of technological evolution.,146,898e1242-bd1b-4a3d-bcfa-1656f6dace5b
Action|Adventure|Sci-Fi,star trek,https://i.imgur.com/QzJe4nJ.mp4,2019,Bird watchers on both sides of the U.S.-Mexico border share their enthusiasm for protecting and preserving some of the world's most beautiful species.,109,657e9f42-4b77-416d-afdf-3922e1b23951
Action|Adventure|Fantasy|Romance,spider-man,https://i.imgur.com/eThziEz.mp4,2019,When traffickers kidnap her daughter from their village vengeful Hai Phuong returns to Saigon â€“ and her outlaw roots â€“ to take down the abductors.,119,273eb9b5-8e30-47fe-af98-4bcabb6c30e7
Action|Adventure|Animation|Comedy|Family|Fantasy,how to train your dragon 2,https://i.imgur.com/O6XpreV.mp4,2016,FÃ©licie and Victor two young friends in 1880s France escape from an orphanage to pursue their dreams in Paris the glittering City of Lights.,124,b0683df7-3ede-4f98-8a38-cbf89aee7bc4
Action|Adventure|Fantasy,gods of egypt,https://i.imgur.com/NhenJym.mp4,2019,A surly septuagenarian gets another chance at her 20s after having her photo snapped at a studio that magically takes 50 years off her life.,105,a0303fcd-e7e1-48c7-9ac2-7c832990cc3f
Action|Adventure|Sci-Fi|Thriller,stealth,https://i.imgur.com/LItJ5qS.mp4,2019,A surly septuagenarian gets another chance at her 20s after having her photo snapped at a studio that magically takes 50 years off her life.,146,71ad3248-54de-426b-a51a-fe804cad4b9b
Action|Drama|Mystery|Sci-Fi,watchmen,https://i.imgur.com/tZtTkBf.mp4,2016,After becoming stranded in the Philippine Sea during World War II a tenacious Navy crew faces a dire lack of supplies and a string of shark attacks.,106,a84e8ddc-2a7b-4529-980f-a06104cddd77
Action|Crime|Thriller,lethal weapon 4,https://i.imgur.com/eThziEz.mp4,2018,Years after their father disappears Meg and her younger brother Charles Wallace cross galaxies on a quest to save him from the heart of darkness.,141,43b2d21c-4c13-44ce-a64f-590bc79853b0
Action|Sci-Fi,hulk,https://i.imgur.com/LZhcDdp.mp4,2017,It's been decades since Brown v. Board of Education yet American schools remain largely segregated. Some leaders are working to change that.,131,b026868e-26b2-4170-957c-1cf71ceba935
Action|Adventure|Sci-Fi|Thriller,g.i. joe: retaliation,https://i.imgur.com/O6XpreV.mp4,2016,Returning to Ibiza after several years walking the straight and narrow in London Connor falls back in with a criminal crowd. It's like he never left.,111,8d828586-6336-45aa-9e6e-d36102c782c5
Action|Adventure|Comedy|Thriller,sahara,https://i.imgur.com/eThziEz.mp4,2019,A hotshot NYPD negotiator butts heads with the FBI and meets his match in a meticulous criminal mastermind as she attempts to rob the Federal Reserve.,106,e09b9f63-e33b-4235-9a12-39e5e0322997
Action|Adventure|Animation|Fantasy|Romance|Sci-Fi,final fantasy: the spirits within,https://i.imgur.com/8xf630M.mp4,2019,Jeff Dunham takes the stage in Dallas with his old pals Peanut Walter JosÃ© JalapeÃ±o Bubba J and Achmed to poke fun at himself and American culture.,124,5518a48f-782a-44b8-a203-36732e0dba72
Action|Adventure|Sci-Fi,captain america: the first avenger,https://i.imgur.com/O6XpreV.mp4,2017,A Chinese engineer travels to a war-torn African country to rebuild its telecommunications but instead finds massive corruption and explosive danger.,124,f3ceddfe-d77e-4973-80f1-a52b51255043
Action|Adventure|Thriller,the world is not enough,https://i.imgur.com/QzJe4nJ.mp4,2014,After losing a TV network deal the Trailer Park Boys launch their own Internet series but they soon confront personal and creative differences.,115,92580f19-2f83-4696-8c5e-f3d3e31a7543
Action|Adventure|Drama|History|War,master and commander: the far side of the world,https://i.imgur.com/xZid5oj.mp4,2017,Strangers holed up in a Madrid bar after witnessing a murder begin to turn on each other as panic sets in and the body count rises.,128,7939e583-0233-4a79-9f17-601ae1e2c7ed
Adventure|Drama|Fantasy|Romance,the twilight saga: breaking dawn - part 2,https://i.imgur.com/ZFFosSD.mp4,2019,Under pressure to marry a perennial bachelor hires a much younger woman to act as his fiancÃ©e but her bond with his family throws his plan for a loop.,129,148de18e-859e-49fa-85ba-c1decabe8080
Animation|Comedy|Family|Musical,happy feet 2,https://i.imgur.com/SQyPd7N.mp4,2019,After a brush with the law teen celebrity Kaylie Konrad swaps social stardom for court-ordered chaos as a middle school wilderness club leader.,113,7e09585c-f91b-4fc4-8133-1a9a825649f5
Action|Adventure|Sci-Fi,the incredible hulk,https://i.imgur.com/mRz7x3g.mp4,2018,An American man in the midst of a mid-life crisis travels to the French countryside to find a new lease on life.,114,eba6f048-0be4-4607-a9ed-dc2a53c75603
Action|Crime|Drama|Mystery|Thriller,miami viceÂ            ,https://i.imgur.com/W3fTtFS.mp4,2016,In this wrenching documentary two teens are sexually assaulted by boys they considered friends humiliated online and harassed by their communities.,107,872a0dfe-4907-469a-a81c-18086f92881e
Adventure|Family|Fantasy,the bfg,https://i.imgur.com/tZtTkBf.mp4,2016,"The stand-up sensation tackles TV's ""Shark Tank"" what it means to be a woman and how to deal with the lawless party goblin that lives in us all.",139,f6f68dc8-6bac-4320-b224-cda93982f3b0
Adventure|Drama|Thriller|Western,the revenant,https://i.imgur.com/TYDj9ud.mp4,2019,A New York City grad student moonlighting as a dominatrix enlists her gay BFF from high school to be her assistant.,126,331f39bf-8340-49d2-98f4-87b1ecea598d
Adventure|Animation|Comedy|Family|Sport,turbo,https://i.imgur.com/xZid5oj.mp4,2009,When a sex worker hires a gay songwriter to care for her disabled son the ensuing bonds that form offer a complex portrayal of love and family.,137,8d9bfed8-60a5-4709-b77a-d308e4579fb1
Adventure|Animation|Comedy|Family|Western,rango,https://i.imgur.com/fan0H9k.mp4,2013,Winner of the 2014 Academy Award for Best Documentary Feature this film takes a look at the world of backup vocalists and the legends they support.,142,b5d9e39a-a5f3-4c92-9921-f9ca3f1575bb
Adventure|Animation|Comedy|Family,penguins of madagascar,https://i.imgur.com/7ax74eb.mp4,2018,A blind pianist fears for her life after the suspicious death of her neighbor the daughter of a businessman accused of war crimes.,128,2411e59b-8b81-4e1e-8dea-b56a6a57e4b0
Action|Mystery|Thriller,the bourne ultimatum,https://i.imgur.com/eThziEz.mp4,2017,Follow pop provocateur Lady Gaga as she releases a new album preps for her Super Bowl halftime show and confronts physical and emotional struggles.,117,e21526f0-eddc-4ae9-a04e-217909e92969
Action|Adventure|Animation|Comedy|Family,kung fu panda,https://i.imgur.com/KNgrqaP.mp4,2016,Banished to a wasteland of undesirables a young woman struggles to find her feet among a drug-soaked desert society and an enclave of cannibals.,140,4c65c1fe-b1e6-4155-b3bf-fbb76db57582
Action|Adventure|Comedy|Sci-Fi,ant-man,https://i.imgur.com/V6WMXYx.mp4,2015,To keep his teen crush from spotting him in an embarrassing YouTube video Anthony and his friend Ian must enter the virtual world and alter the clip.,116,86b58431-96e1-4f05-89ef-21efa1189194
Adventure|Sci-Fi|Thriller,the hunger games: catching fire,https://i.imgur.com/eThziEz.mp4,2018,When a powerful businesswomanâ€™s political ambitions are threatened by her underworld connections the ensuing power struggle could cost her everything.,117,71d8d3c6-00d6-4426-8f56-1a098e67d5c5
Adventure|Drama|Fantasy|Romance,the twilight saga: breaking dawn - part 2,https://i.imgur.com/yinQyyT.mp4,2018,Four of the richest bachelors in Abuja Nigeria enjoy a life of fast cars palatial homes and female attention while concealing their true activities.,114,977b2894-c80a-4b2d-b71d-949ba12cfeb3
Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,home,https://i.imgur.com/8kisA8v.mp4,2010,Paris 1942: To protect her brother from the police arresting Jewish families a young girl hides him away promising to come back for him.,120,588b816c-6680-4220-8270-36894b35b1d7
Adventure|Sci-Fi|Thriller,war of the worlds,https://i.imgur.com/7ax74eb.mp4,2017,"In this sequel to the 2016 hit ""The Wedding Party"" a couple's date night ends in an accidental proposal sparking a series of chaotic family events.",116,a3f94e01-9854-4b1a-b546-ab9d10749f48
Action|Comedy|Crime|Thriller,bad boys ii,https://i.imgur.com/HtjzC5p.mp4,2019,When his nephew dies in a plane crash stunt man Cha Dal-geon resolves to find out what happened with the help of covert operative Go Hae-ri.,122,a8298223-1743-4ad1-873d-4784e053875d
Action|Adventure|Animation|Comedy|Family|Fantasy,puss in boots,https://i.imgur.com/8xf630M.mp4,2018,Over the course of a fishing season tough men and women pursue lucrative albacore tuna in the competitive waters off the Oregon coast.,136,25bac855-5bec-46f1-9375-58b3e3e4b297
Action|Crime|Mystery|Thriller,salt,https://i.imgur.com/NhenJym.mp4,2018,Recently stationed Air Self-Defense Force rookie Hisone Amakasu is chosen by a dragon concealed within Gifu Air Base to be his pilot.,119,49f3669d-cc61-4588-8d34-ffd32b62ffc6
Action|Adventure|Drama,noah,https://i.imgur.com/NhenJym.mp4,2018,Fearless free-spirited Hilda finds new friends adventure and magical creatures when she leaves her enchanted forest home and journeys to the city.,141,1874fb6b-70d0-47a3-b3e5-4d56fea4265a
Action|Adventure|Family|Mystery,the adventures of tintin,https://i.imgur.com/LItJ5qS.mp4,2018,Two struggling strangers connect during a mind-bending pharmaceutical trial involving a doctor with mother issues and an emotionally complex computer.,132,cd716106-3eab-4dc3-a0e9-5b32ad1e3c1d
Adventure|Family|Fantasy|Mystery,harry potter and the prisoner of azkaban,https://i.imgur.com/TYDj9ud.mp4,2018,This documentary profiles music and culture icon Quincy Jones offering unprecedented access to his private life and stories from his unparalleled career.,125,65705327-17c3-4df2-87eb-5807ba9ff5f4
Adventure|Drama|Romance|War,australia,https://i.imgur.com/fan0H9k.mp4,2018,An off-color joke nearly cost him everything. Brazilian comic Rafinha Bastos talks about that and much more from his divorce to finding love again.,148,cd837bf1-9c22-4957-be1e-db558413dfc2
Action|Adventure|Sci-Fi,after earth,https://i.imgur.com/eThziEz.mp4,2018,When he's not solving murders a pathologically honest detective tries to keep an eye on his crooked but kindhearted dad.,124,1edfc24b-9cbe-44c3-802b-7b3707956637
Adventure|Animation|Family|Thriller,dinosaur,https://i.imgur.com/l6krM70.mp4,2019,Armed with awkward questions and zero self-awareness Zach Galifianakis hits the road to find famous interview subjects for his no-budget talk show.,147,78336a5a-783a-43b4-9d0b-30ce758f7009
Action|Fantasy,harry potter and the deathly hallows: part ii,https://i.imgur.com/LZhcDdp.mp4,2019,Secrets emerge and entire cases unravel inside a police interview room in Paris where suspects and investigators face off in an intricate dance.,118,0208d566-38b0-45f9-a743-a4d721bdfd39
Adventure|Comedy|Family|Fantasy,night at the museum: secret of the tomb,https://i.imgur.com/hwUzoyu.mp4,2019,In the interview room detectives go head-to-head with suspects and try to get to the truth â€“ even if it means breaking the rules and risking it all.,142,98f6c805-ee75-43e2-901e-7226d5d9fe12
Action|Animation|Comedy|Family|Sci-Fi,megamind,https://i.imgur.com/QzJe4nJ.mp4,2019,Psychological games abound between detectives and suspects in a tense interrogation room where the search for answers sometimes comes at a moral cost.,134,09e81696-72dd-4cf3-9b78-05c6920d0e08
Adventure|Family|Fantasy,harry potter and the sorcerer's stone,https://i.imgur.com/SQyPd7N.mp4,2019,Within the walls of an interrogation room and with time running out London investigators go after three suspects each accused of a grievous crime.,138,6986c214-e62b-4a70-828b-b86415365b24
Action|Comedy|Fantasy,r.i.p.d.,https://i.imgur.com/tZtTkBf.mp4,2019,Maya finally hooks up with her online dream girl only to discover sheâ€™s deeply involved with an older sugar daddy â€“ a man Maya knows all too well.,122,fa5b4119-4e14-49a9-953a-1398196f6af4
Action|Adventure|Drama|Horror|Sci-Fi,godzilla resurgence,https://i.imgur.com/AylKL2G.mp4,2019,Take a trip inside the mind of Bill Gates as the billionaire opens up about those who influenced him and the audacious goals he's still pursuing.,118,f80a9843-8d00-4ed4-a467-469a5f0ea40b
Action|Adventure|Fantasy,pirates of the caribbean: the curse of the black pearl,https://i.imgur.com/W3fTtFS.mp4,2019,The passionate members of a girls' roller hockey team chase down victories in the rink while striving to make time for school family and romance.,140,cacd3831-9294-48e5-b199-db2833eb709f
Fantasy,harry potter and the deathly hallows: part i,https://i.imgur.com/NQTuLtb.mp4,2018,When struggling singer Onur decides to return to his old job incurable klutz Åžeref organizes a surprise tour full of pitfalls and mishaps.,122,c2a23e50-ce52-45f2-9aaf-d98e998470aa
Adventure|Sci-Fi|Thriller,the hunger games: mockingjay - part 1,https://i.imgur.com/XqSrnvi.mp4,2019,It's up to True and her friends to save the day when a hungry Yeti sneaks a forbidden treat and fills the kingdom with Howling Greenies.,125,4c0501b7-96ba-49c3-bc75-54e9ac843242
Mystery|Thriller,the da vinci code,https://i.imgur.com/W3fTtFS.mp4,2019,This anthology series of terror features diverse characters facing primal fears in spine-chilling situations that stretch past daily routine.,106,3d4cee09-60bc-41d2-9eb5-f672fbd653f5
Adventure|Animation|Comedy|Family|Musical,rio 2,https://i.imgur.com/KNgrqaP.mp4,2016,A stockbroker struggling with bipolar disorder goes to live with his estranged father in a cramped flat where old resentments bubble to the surface.,137,6c178684-94d3-460a-a005-2aaa4fedbb70
Action|Adventure|Fantasy|Sci-Fi|Thriller,x-men 2,https://i.imgur.com/V6WMXYx.mp4,2014,When Banagher Links meets the mysterious Audrey Burne he inherits the Unicorn Gundam and is swept up into the battle for space colony independence.,108,6b89f4e4-0b12-4ca4-b049-e4daa23e96da
Action|Crime|Thriller,fast five,https://i.imgur.com/TYDj9ud.mp4,1983,After losing everything a young man rebuilds his life and finds love in 1920s Shanghai â€“ all while rising to power in an organized crime syndicate.,136,c56b25e5-c22b-4415-b1b1-575479ec98a9
Action|Adventure|Crime|Mystery|Thriller,sherlock holmes: a game of shadows,https://i.imgur.com/6u0PCQK.mp4,2014,Two determined Athenian attorneys spearhead a lawsuit against the British Museum for the return of the Parthenon Marbles to Greece.,144,9c249486-fd9a-4d08-aa48-12bb41960897
Action|Adventure|Fantasy,clash of the titans,https://i.imgur.com/HtjzC5p.mp4,2017,Friends family and political titans recall the impact of Atlanta's Maynard Jackson the first African-American mayor of a major Southern city.,132,1408c0af-1a37-40f3-a613-25c152dbf55b
Action|Sci-Fi,total recall,https://i.imgur.com/NQTuLtb.mp4,2018,Inspired by Khon dance drama and Thai martial arts a fighter scarred by the past joins forces with a determined cop to battle an organized crime ring.,146,6b37ca8a-6f1e-4886-80eb-107a7eec9820
